Segment,Mapping,Annual_Salary,Gender,Education,Living_Region,Age,Online_Consumer,Online_Service_Preference,AI_Endorsement,AI_Privacy_No_Trust ,AI_Enhance_Experience,AI_Satisfication,AI_Tools_Used _Chatbots,AI_Tools_Used_Virtual_Assistant,AI_Tools_Used_Voice&Photo_Search,Number of AI Tools Used,Payment_Method_Credit/Debit,Payment_Method_COD,Payment_Method_Ewallet,Number of Payment Methods Used,Product_Category_Appliances,Product_Category_Electronics,Product_Category_Groceries,Product_Category_Personal_Care,Product_Category_Clothing,Review Rating,Frequency of Purchases (Days),Previous Purchases,Purchase Amount,AI_Tools Applied,Item Purchased,Category,Size,Color,Season,Shipping Type,Frequency of Purchases
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,University Graduate,Metropolitan,Gen X,1,1,1,0,1,1,1,0,1,2,0,0,1,1,1,1,1,0,1,3.9,14,43,46,Yes,Belt,Accessories,M,Pink,Fall,Standard,Fortnightly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Masters? Degree,Metropolitan,Gen X,1,1,1,1,1,1,1,0,1,2,0,1,1,2,0,0,1,1,1,3.7,30,21,47,Yes,Jeans,Clothing,S,Yellow,Spring,Express,Monthly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,1,0,1,1,2,0,1,0,1,0,0,1,0,0,4.4,30,4,66,Yes,Jeans,Clothing,S,Maroon,Winter,Free Shipping,Monthly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Doctorate Degree,Metropolitan,Gen X,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,1,1,1,1,3.7,14,4,36,Yes,Hoodie,Clothing,S,Lavender,Summer,Standard,Fortnightly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,University Graduate,Metropolitan,Gen X,0,1,1,1,1,1,0,1,1,2,1,1,0,2,0,0,1,1,0,2.8,90,24,33,Yes,Sunglasses,Accessories,S,Purple,Fall,Store Pickup,Quarterly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,University Graduate,Metropolitan,Gen X,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2.6,360,39,53,Yes,Socks,Clothing,M,Indigo,Fall,Free Shipping,Annually
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,1,1,0,0,1,1,1,1,3,0,0,1,1,1,3.4,30,7,71,Yes,Jeans,Clothing,S,White,Winter,Next Day Air,Monthly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,Doctorate Degree,Metropolitan,Gen X,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,3.6,14,4,48,Yes,Coat,Outerwear,S,Olive,Winter,Express,Fortnightly
Male_Gen X_Suburban Areas_High,Male_Gen X,High,Male,University Graduate,Suburban Areas,Gen X,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,3.1,14,10,40,Yes,Belt,Accessories,M,Magenta,Fall,Free Shipping,Fortnightly
Male_Gen X_Rural Areas_Medium,Male_Gen X,Medium,Male,University Graduate,Rural Areas,Gen X,1,0,1,1,1,1,1,1,0,2,1,0,1,2,0,1,1,1,1,4,7,41,95,Yes,Scarf,Accessories,XL,Black,Fall,Standard,Weekly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,4.5,7,6,23,Yes,Jewelry,Accessories,M,Brown,Winter,Next Day Air,Weekly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,Highschool Graduate,Metropolitan,Gen X,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,3.1,30,7,64,Yes,Dress,Clothing,S,Teal,Winter,Next Day Air,Monthly
Male_Gen X_Rural Areas_Medium High,Male_Gen X,Medium High,Male,University Graduate,Rural Areas,Gen X,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2.9,7,14,20,Yes,Sneakers,Footwear,M,White,Summer,Standard,Weekly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,Doctorate Degree,Metropolitan,Gen X,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,30,30,31,Yes,Sneakers,Footwear,XL,Indigo,Fall,Store Pickup,Monthly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,4.5,14,34,32,Yes,T-shirt,Clothing,XL,Silver,Summer,Store Pickup,Fortnightly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,1,1,1,0,2,1,0,1,2,1,1,0,1,1,2.9,14,12,29,Yes,Shoes,Footwear,L,Turquoise,Summer,Express,Bi-Weekly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,0,1,1,0,2,1,0,0,1,1,1,1,1,1,3.8,90,25,95,Yes,Skirt,Clothing,M,Green,Spring,Standard,Every 3 Months
Male_Gen X_Suburban Areas_Medium High,Male_Gen X,Medium High,Male,Masters? Degree,Suburban Areas,Gen X,1,1,1,0,1,1,1,1,1,3,1,0,0,1,1,1,0,1,1,3.7,14,43,51,Yes,Sweater,Clothing,M,Beige,Winter,Express,Bi-Weekly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,1,1,1,1,1,1,1,0,2,1,0,1,2,1,1,0,1,1,3.9,360,24,88,Yes,Dress,Clothing,S,Black,Fall,Standard,Annually
Male_Gen X_Suburban Areas_Medium High,Male_Gen X,Medium High,Male,University Graduate,Suburban Areas,Gen X,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,4.3,90,40,85,Yes,Coat,Outerwear,L,Gray,Summer,Store Pickup,Every 3 Months
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.1,14,42,88,Yes,Shorts,Clothing,L,Yellow,Winter,Free Shipping,Fortnightly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,Highschool Graduate,Metropolitan,Gen X,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,3,90,32,33,No,Sunglasses,Accessories,M,Indigo,Spring,Next Day Air,Quarterly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,Highschool Graduate,Metropolitan,Gen X,1,0,1,0,0,0,0,1,1,2,1,0,1,2,0,0,1,0,0,2.6,90,36,50,No,Belt,Accessories,S,Charcoal,Winter,Free Shipping,Every 3 Months
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Highschool Graduate,Metropolitan,Gen X,1,1,1,0,0,0,0,1,1,2,1,1,0,2,1,1,0,0,0,4.6,30,22,34,No,Jacket,Outerwear,M,Brown,Spring,2-Day Shipping,Monthly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Highschool Graduate,Metropolitan,Gen X,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,3.7,90,50,88,Yes,Gloves,Accessories,XL,Gray,Summer,Standard,Quarterly
Male_Gen X_Suburban Areas_Medium High,Male_Gen X,Medium High,Male,Doctorate Degree,Suburban Areas,Gen X,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,4.9,90,36,72,Yes,Scarf,Accessories,XL,White,Winter,2-Day Shipping,Quarterly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Doctorate Degree,Metropolitan,Gen X,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,3.8,90,1,78,No,Sunglasses,Accessories,L,Magenta,Spring,Store Pickup,Quarterly
Male_Gen X_Suburban Areas_High,Male_Gen X,High,Male,Highschool Graduate,Suburban Areas,Gen X,1,0,1,1,0,0,0,1,0,1,1,0,1,2,1,1,0,1,0,3.9,90,35,64,No,Sneakers,Footwear,XL,Pink,Winter,Express,Quarterly
Male_Gen X_Metropolitan_Low,Male_Gen X,Low,Male,Highschool Graduate,Metropolitan,Gen X,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,3.2,90,26,24,Yes,Shoes,Footwear,M,Lavender,Summer,Next Day Air,Quarterly
Male_Gen X_Metropolitan_Medium High,Male_Gen X,Medium High,Male,University Graduate,Metropolitan,Gen X,1,0,1,1,0,0,1,1,1,3,1,0,1,2,0,1,0,0,1,3.6,14,1,93,Yes,Sneakers,Footwear,M,Indigo,Spring,Store Pickup,Fortnightly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,University Graduate,Metropolitan,Gen X,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,3.8,90,31,34,No,Sandals,Footwear,S,Black,Summer,Next Day Air,Every 3 Months
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Masters? Degree,Metropolitan,Gen X,1,1,0,1,1,1,1,1,0,2,1,0,1,2,1,1,1,1,1,4.9,7,46,70,Yes,Dress,Clothing,XL,Charcoal,Spring,Next Day Air,Weekly
Male_Gen X_Suburban Areas_High,Male_Gen X,High,Male,Doctorate Degree,Suburban Areas,Gen X,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3,7,50,75,Yes,Jewelry,Accessories,M,Magenta,Summer,Free Shipping,Weekly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,University Graduate,Metropolitan,Gen X,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4.4,7,2,28,Yes,Pants,Clothing,L,Gold,Spring,Express,Weekly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,Highschool Graduate,Metropolitan,Gen X,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4.8,30,22,53,Yes,Shirt,Clothing,XL,Maroon,Spring,Store Pickup,Monthly
Male_Gen X_Suburban Areas_Medium,Male_Gen X,Medium,Male,University Graduate,Suburban Areas,Gen X,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,4.3,14,25,98,Yes,Hoodie,Clothing,S,Teal,Spring,Store Pickup,Fortnightly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,Highschool Graduate,Metropolitan,Gen X,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.1,14,6,46,Yes,Hoodie,Clothing,S,Teal,Winter,2-Day Shipping,Fortnightly
Male_Gen X_Metropolitan_High,Male_Gen X,High,Male,University Graduate,Metropolitan,Gen X,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2.6,90,12,63,Yes,Boots,Footwear,XL,Cyan,Fall,Free Shipping,Every 3 Months
Male_Gen X_Suburban Areas_High,Male_Gen X,High,Male,Masters? Degree,Suburban Areas,Gen X,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,3.3,90,20,28,No,T-shirt,Clothing,M,White,Summer,2-Day Shipping,Quarterly
Male_Gen X_Metropolitan_Medium,Male_Gen X,Medium,Male,Masters? Degree,Metropolitan,Gen X,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,4.3,7,15,67,Yes,Sunglasses,Accessories,M,Cyan,Summer,Next Day Air,Weekly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,1,1,3,1,1,0,0,0,2.9,7,16,22,Yes,Jacket,Outerwear,M,Green,Fall,Store Pickup,Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,0,1,0,1,3.6,360,14,25,Yes,Hoodie,Clothing,M,Silver,Summer,Express,Annually
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,0,1,2,0,1,1,2,1,0,0,1,0,2.9,90,21,26,Yes,Dress,Clothing,M,Olive,Winter,Store Pickup,Every 3 Months
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,2.9,360,11,79,Yes,Socks,Clothing,M,White,Spring,Store Pickup,Annually
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,Highschool Graduate,Metropolitan,Gen Z,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,4,14,16,56,Yes,Belt,Accessories,M,Olive,Spring,Standard,Bi-Weekly
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,0,2,1,1,1,3,0,1,0,0,1,3,14,27,73,Yes,Sweater,Clothing,L,Purple,Spring,Standard,Bi-Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,0,1,1,1,1,1,3,1,1,1,3,0,1,0,0,1,3.9,7,20,93,Yes,Boots,Footwear,M,Yellow,Winter,Express,Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,0,1,1,1,1,1,3,0,1,1,2,0,1,0,0,1,2.9,7,31,60,Yes,Shirt,Clothing,M,White,Spring,Free Shipping,Weekly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,1,3,0,0,1,1,1,1,0,0,1,3.2,90,10,57,Yes,Sweater,Clothing,XL,Green,Winter,Next Day Air,Every 3 Months
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,0,0,1,1,1,0,1,1,3.4,7,1,71,Yes,Shirt,Clothing,M,White,Winter,Store Pickup,Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,1,0,1,2,0,1,1,2,1,1,1,1,1,2.9,90,32,58,Yes,Dress,Clothing,L,Maroon,Spring,2-Day Shipping,Every 3 Months
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,Masters? Degree,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3.6,14,40,22,Yes,Jeans,Clothing,L,Teal,Fall,Free Shipping,Bi-Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,2.7,90,36,35,Yes,Sneakers,Footwear,M,Green,Winter,Free Shipping,Quarterly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,Masters? Degree,Metropolitan,Gen Z,1,1,1,0,1,1,1,1,1,3,1,0,0,1,0,0,0,1,1,4.4,90,20,48,Yes,Jewelry,Accessories,XL,Indigo,Spring,Standard,Quarterly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,Masters? Degree,Metropolitan,Gen Z,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,4.9,90,48,96,Yes,Shorts,Clothing,L,Cyan,Winter,Express,Quarterly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,Masters? Degree,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,0,0,0,1,2.7,90,22,43,Yes,Dress,Clothing,S,Peach,Summer,2-Day Shipping,Quarterly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,Masters? Degree,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,0,1,2,1,1,0,0,0,4.4,30,48,33,Yes,Coat,Outerwear,S,Blue,Summer,Free Shipping,Monthly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,Masters? Degree,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,0,0,0,4.7,14,32,36,Yes,Pants,Clothing,M,Purple,Summer,Express,Fortnightly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,0,1,1,2,1,1,1,3,1,1,0,0,0,4.5,90,3,69,Yes,Socks,Clothing,M,Red,Winter,Standard,Quarterly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,1,3,1,0,1,2,0,1,0,0,1,2.6,90,6,40,Yes,Gloves,Accessories,L,Turquoise,Winter,Store Pickup,Quarterly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,4.1,90,23,75,Yes,Shirt,Clothing,M,Violet,Summer,2-Day Shipping,Every 3 Months
Male_Gen Z_Rural Areas_Medium,Male_Gen Z,Medium,Male,University Graduate,Rural Areas,Gen Z,1,1,1,0,1,1,0,1,1,2,0,1,1,2,0,1,1,0,1,2.5,90,20,41,Yes,Socks,Clothing,L,Lavender,Winter,Store Pickup,Every 3 Months
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,Highschool Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,0,1,2,0,1,0,0,0,2.6,90,17,82,Yes,Sunglasses,Accessories,M,Indigo,Summer,Store Pickup,Quarterly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,0,2,1,0,0,1,0,1,0,0,0,4.2,14,32,25,Yes,Skirt,Clothing,S,Magenta,Spring,Free Shipping,Bi-Weekly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.9,360,24,100,Yes,Skirt,Clothing,L,Gold,Winter,Next Day Air,Annually
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,0,0,1,0,0,1,0,0,4.8,90,25,92,Yes,Sweater,Clothing,M,White,Summer,2-Day Shipping,Every 3 Months
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,1,1,1,1,3,1,0,0,1,0,0,1,0,0,4.4,30,26,68,Yes,Skirt,Clothing,M,Indigo,Summer,Standard,Monthly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,0,1,1,0,1,1,2,1,0,0,1,0,0,1,0,0,4.2,14,16,70,Yes,Coat,Outerwear,M,Beige,Spring,Store Pickup,Fortnightly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,1,1,3,1,0,1,2,0,1,0,1,0,3.8,90,15,73,Yes,Boots,Footwear,L,Gold,Fall,Free Shipping,Quarterly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,0,1,1,1,1,1,0,1,2,0,1,0,1,1,1,0,1,0,3.1,14,2,64,Yes,Sweater,Clothing,L,Maroon,Winter,Express,Fortnightly
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,1,0,1,2,0,0,1,1,0,1,0,1,0,3.3,90,24,72,Yes,Sandals,Footwear,XL,Blue,Summer,Store Pickup,Every 3 Months
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,4,90,21,28,Yes,Pants,Clothing,S,Olive,Spring,2-Day Shipping,Every 3 Months
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,0,1,1,1,1,1,3,1,1,1,3,0,0,0,1,0,4.2,14,11,72,Yes,Shorts,Clothing,M,Olive,Winter,Standard,Fortnightly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,0,0,1,1,1,1,3,0,0,0,1,0,3.2,30,25,43,Yes,Shoes,Footwear,M,Silver,Fall,Express,Monthly
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,3.3,14,1,94,Yes,Shoes,Footwear,S,Purple,Spring,Store Pickup,Bi-Weekly
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,Highschool Graduate,Metropolitan,Gen Z,1,1,1,0,1,1,1,1,1,3,0,0,1,1,1,1,1,1,1,4.5,90,27,83,Yes,Sweater,Clothing,XL,Yellow,Fall,Next Day Air,Every 3 Months
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2.8,30,5,86,Yes,Shirt,Clothing,M,Maroon,Winter,2-Day Shipping,Monthly
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,4.5,360,12,45,Yes,Sneakers,Footwear,M,Orange,Winter,Next Day Air,Annually
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,Highschool Graduate,Metropolitan,Gen Z,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,4.1,30,15,74,Yes,Shirt,Clothing,M,Silver,Summer,Store Pickup,Monthly
Male_Gen Z_Rural Areas_High,Male_Gen Z,High,Male,Masters? Degree,Rural Areas,Gen Z,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,0,0,1,1,4.5,90,37,51,Yes,Backpack,Accessories,S,Orange,Spring,2-Day Shipping,Every 3 Months
Male_Gen Z_Suburban Areas_Low,Male_Gen Z,Low,Male,Highschool Graduate,Suburban Areas,Gen Z,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,3.3,30,2,49,Yes,Gloves,Accessories,L,Peach,Winter,Next Day Air,Monthly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,University Graduate,Metropolitan,Gen Z,1,0,1,0,1,1,1,1,0,2,1,0,0,1,0,1,0,0,0,4.4,90,17,54,Yes,Belt,Accessories,L,Blue,Summer,2-Day Shipping,Quarterly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3.7,360,41,52,Yes,Skirt,Clothing,M,Black,Fall,Store Pickup,Annually
Male_Gen Z_Rural Areas_Medium High,Male_Gen Z,Medium High,Male,Highschool Graduate,Rural Areas,Gen Z,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,4.6,90,1,34,Yes,Backpack,Accessories,M,Charcoal,Summer,Store Pickup,Every 3 Months
Male_Gen Z_Rural Areas_Low,Male_Gen Z,Low,Male,University Graduate,Rural Areas,Gen Z,1,0,1,0,1,1,1,1,0,2,1,0,0,1,0,0,0,0,1,4.7,14,48,70,Yes,Shoes,Footwear,M,White,Fall,Standard,Bi-Weekly
Male_Gen Z_Suburban Areas_Medium,Male_Gen Z,Medium,Male,Highschool Graduate,Suburban Areas,Gen Z,1,1,1,1,1,1,1,1,0,2,1,1,0,2,1,1,0,1,0,3.3,90,46,38,Yes,Gloves,Accessories,XL,Turquoise,Winter,Free Shipping,Quarterly
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,University Graduate,Metropolitan,Gen Z,1,0,1,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,1,4.7,90,35,91,Yes,Hoodie,Clothing,M,Orange,Summer,Express,Every 3 Months
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,University Graduate,Metropolitan,Gen Z,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,3.3,360,8,54,Yes,Sneakers,Footwear,M,Gray,Spring,Express,Annually
Male_Gen Z_Suburban Areas_Medium,Male_Gen Z,Medium,Male,Masters? Degree,Suburban Areas,Gen Z,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,3.1,7,33,26,Yes,Jacket,Outerwear,L,Olive,Fall,Free Shipping,Weekly
Male_Gen Z_Suburban Areas_High,Male_Gen Z,High,Male,University Graduate,Suburban Areas,Gen Z,1,1,1,1,1,1,1,1,0,2,1,1,1,3,0,1,0,1,1,4.9,14,13,84,Yes,Coat,Outerwear,M,Charcoal,Winter,Standard,Fortnightly
Male_Gen Z_Metropolitan_High,Male_Gen Z,High,Male,Doctorate Degree,Metropolitan,Gen Z,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,3.6,30,48,54,Yes,Shorts,Clothing,S,Brown,Summer,Express,Monthly
Male_Gen Z_Suburban Areas_Medium High,Male_Gen Z,Medium High,Male,Masters? Degree,Suburban Areas,Gen Z,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,3.7,30,47,42,Yes,Hoodie,Clothing,L,Magenta,Fall,Next Day Air,Monthly
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,Masters? Degree,Metropolitan,Gen Z,1,0,1,1,0,1,0,1,0,1,1,0,1,2,0,1,0,1,1,2.9,14,2,64,Yes,Coat,Outerwear,XL,Gold,Winter,Free Shipping,Fortnightly
Male_Gen Z_Metropolitan_Medium,Male_Gen Z,Medium,Male,University Graduate,Metropolitan,Gen Z,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,4.8,30,4,64,No,T-shirt,Clothing,M,Silver,Summer,Next Day Air,Monthly
Male_Gen Z_Metropolitan_Medium High,Male_Gen Z,Medium High,Male,University Graduate,Metropolitan,Gen Z,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,90,41,52,Yes,Pants,Clothing,S,Silver,Spring,Free Shipping,Quarterly
Male_Gen Z_Suburban Areas_Medium,Male_Gen Z,Medium,Male,Highschool Graduate,Suburban Areas,Gen Z,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,90,30,34,Yes,Coat,Outerwear,S,Peach,Summer,Free Shipping,Quarterly
Male_Gen Z_Suburban Areas_Medium High,Male_Gen Z,Medium High,Male,Highschool Graduate,Suburban Areas,Gen Z,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,2.6,14,45,73,Yes,Sweater,Clothing,M,Peach,Fall,Next Day Air,Fortnightly
Male_Gen Z_Suburban Areas_Low,Male_Gen Z,Low,Male,University Graduate,Suburban Areas,Gen Z,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2.5,14,35,23,Yes,Sweater,Clothing,M,Gold,Winter,Next Day Air,Bi-Weekly
